NULL;FCC A 0004-00003432;BN540MA;15;57946.75
NULL;FCC A 0004-00003426;FV16MA;20;47239.2
NULL;FCC A 0004-00003426;GDF25MA;25;83689.2
NULL;FCC A 0004-00003427;FDL60MA;35;99202.32
NULL;FCC A 0004-00003432;BL540MA;14;60844.09
NULL;FCC A 0004-00003432;BL540MA;6;26076.04
NULL;FCC A 0004-00003427;GA40MA;40;143467.2
NULL;FCC A 0004-00003427;GC40MA;30;107600.4
NULL;FCC A 0004-00003432;BCH540MA;30;152110.22
NULL;FCC A 0004-00003432;BV540MA;120;463574.01
NULL;FCC A 0004-00003432;BCH540MA;30;152110.23
NULL;FCC A 0004-00003429;BL540;20;96577.92
NULL;FCC A 0004-00003429;BV540;200;858470.4
NULL;FCC A 0004-00003426;GC40MA;1;3586.68
NULL;FCC A 0004-00003426;GF40MA;30;107600.4
NULL;FCC A 0004-00003426;GC40MA;29;104013.72
NULL;FCC A 0004-00003426;GFRA40MA;31;115634.56
NULL;FCC A 0004-00003427;GF40MA;70;251067.6
NULL;FCC A 0004-00003429;BW425;8;47215.87
NULL;FCC A 0004-00003429;TCH500;5;26827.2
NULL;FCC A 0004-00003428;FDL60;12;37791.36
NULL;FCC A 0004-00003428;GA40;10;39852
NULL;FCC A 0004-00003428;GFRA40;20;82892.16
NULL;FCC A 0004-00003428;PCH90;12;49128.77
NULL;FCC A 0004-00003428;GC40;15;59778
NULL;FCC A 0004-00003428;GD40;12;47822.4
NULL;FCC A 0004-00003428;GDM25;25;112914
NULL;FCC A 0004-00003428;GSSR;30;207230.4
NULL;FC A 0002-00038716;FCH5;3;42200.61
NULL;FC A 0002-00038716;FV5;12;133635.27
NULL;FC A 0002-00038716;GM5;5;60077.26
NULL;FCC A 0004-00003428;PDL90;18;43460.06
NULL;FCC A 0004-00003428;PV90;22;45034.71
NULL;FCC A 0004-00003431;BCH540MA;180;912661.34
NULL;FC A 0002-00038715;GFRA40;30;124338.24
NULL;FCC A 0004-00003431;BN540MA;47;181566.49
NULL;FCC A 0004-00003431;BN540MA;13;50220.52
NULL;FCC A 0004-00003431;BL540MA;15;65190.1
NULL;FCC A 0004-00003431;BL540MA;45;195570.29
NULL;FC A 0002-00038715;FDL60;15;47239.2
NULL;FC A 0002-00038715;GA40;10;39852
NULL;FC A 0002-00038715;FV60;25;72171
NULL;FC A 0002-00038715;GSSR;12;82892.16
NULL;FCC A 0004-00003453;GDF25;20;74390.4
NULL;FCC A 0004-00003453;MCH100;12;114773.76
NULL;FCC A 0004-00003453;PDL90;8;19315.58
NULL;FCC A 0004-00003453;PV90;30;61410.96
NULL;FCC A 0004-00003454;GFRA40;45;186507.36
